,index,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M
316,317,max_set_similairy,10,10,linear,sentence-based,n50_de_bc,"[0 1 0 4 8 1 0 1 3 4 6 4 1 1 1 1 2 1 1 0 1 0 0 0 0 0 0 1 1 0 0 9 1 0 1 0 1
 1 7 0 0 0 1 0 0 1 0 0 5 0]",801.0,113.0,1.0
317,318,max_set_similairy,10,6,linear,word-based,n50_de_bc,"[1, 1, 2, 1, 3, 0, 2, 3, 3, 2, 0, 2, 1, 4, 2, 3, 2, 0, 2, 1, 2, 6, 2, 1, 1, 3, 1, 1, 1, 0, 1, 3, 2, 0, 0, 3, 0, 2, 1, 2, 0, 3, 2, 2, 0, 1, 2, 2, 3, 1]",637.0,91.0,9.0
318,319,max_set_similairy,10,10,cosine,sentence-based,n50_de_bc,"[6 1 0 5 2 1 6 1 7 5 9 5 1 1 4 8 2 1 1 0 1 0 0 1 0 8 6 1 6 0 0 3 4 6 1 6 1
 1 4 6 0 8 1 6 0 7 6 0 2 6]",495.0,73.0,3.0
319,320,max_set_similairy,10,9,cosine,word-based,n50_de_bc,"[0, 0, 2, 5, 3, 3, 5, 0, 7, 5, 0, 4, 0, 4, 2, 7, 6, 9, 4, 5, 4, 0, 5, 5, 0, 4, 3, 5, 3, 2, 0, 1, 4, 4, 4, 4, 2, 4, 4, 5, 5, 0, 4, 0, 3, 5, 5, 5, 4, 5]",535.0,77.0,4.0
320,321,max_set_similairy,12,12,nearest_neighbors,sentence-based,n50_de_bc,"[ 7  6  5  4  1  0  7  9  1  4  1  4  9  6 11  8  1  8  6  5  9  5  7  0  7
  3  2  9  8  5  7  1 11  2  6  7  0  0 11  7  3  3  9  3 10  8  7 10  1  2]",301.0,69.0,4.0
321,322,max_set_similairy,12,8,nearest_neighbors,word-based,n50_de_bc,"[1, 1, 3, 8, 4, 1, 1, 1, 4, 8, 0, 8, 1, 4, 0, 4, 8, 3, 8, 3, 3, 10, 1, 3, 1, 4, 8, 2, 2, 9, 4, 4, 3, 4, 4, 8, 4, 3, 3, 1, 3, 1, 3, 3, 2, 3, 4, 1, 4, 4]",543.0,79.0,5.0
322,323,max_set_similairy,12,12,precomputed,sentence-based,n50_de_bc,"[ 8  0  6  2  5  2  4  1  2  5 10  7  1  0  1  1  5  2  2  9 11  6  0 10  0
  2  8  1  8  9  6 11  1  4  4  4  2  4  1  8  3  8  1  8  0  2  8  9  5  4]",363.0,61.0,3.5
323,324,max_set_similairy,12,1,precomputed,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297.0,203.0,50.0
324,325,max_set_similairy,12,12,rbf,sentence-based,n50_de_bc,"[ 7  3  4  1  1  5  2 10  1  1  1  1  0  3  1  8  1  3  3  9  0 11  4  5  4
  8  6  3  1  9  4  1  1  6  3  6  5  5  1  7  1  8  3  8 10  1  7 11  1  6]",433.0,67.0,3.5
325,326,max_set_similairy,12,7,rbf,word-based,n50_de_bc,"[1, 1, 0, 3, 3, 0, 2, 0, 0, 3, 0, 3, 1, 2, 2, 0, 10, 3, 7, 2, 7, 6, 2, 2, 1, 0, 3, 2, 2, 2, 3, 2, 2, 2, 0, 3, 0, 7, 2, 2, 2, 0, 1, 1, 2, 2, 3, 2, 3, 2]",669.0,71.0,6.0
326,327,max_set_similairy,12,12,sigmoid,sentence-based,n50_de_bc,"[ 1  8  1  1  7  0  1 10  1  1 11  1  1  5  1  1  1  1  3  1  4  1  1  8  1
  1  1  6  1  1  1  1  1  1  1  1  9  1  1  1  1  1  2  1  1  1  1  1  1  1]",1383.0,139.0,1.0
327,328,max_set_similairy,12,7,sigmoid,word-based,n50_de_bc,"[11, 11, 0, 11, 11, 1, 11, 4, 4, 11, 0, 6, 11, 4, 11, 4, 11, 11, 11, 11, 4, 11, 11, 11, 11, 4, 11, 11, 11, 11, 11, 11, 11, 2, 1, 4, 4, 4, 11, 11, 11, 4, 11, 8, 11, 11, 11, 11, 4, 11]",1129.0,115.0,2.0
328,329,max_set_similairy,12,12,polynomial,sentence-based,n50_de_bc,"[ 3  0  3  2  1  0  7  7 10  4  7  4  0  0  5  1 11  0  0  3  0  7  3  7  3
  1  3  0  7  3  3  1  6  3  0  3  0  0  9  3  5  1  0  3  7  1  3  7  8  3]",491.0,83.0,1.5
329,330,max_set_similairy,12,9,polynomial,word-based,n50_de_bc,"[3, 1, 3, 9, 1, 1, 1, 1, 1, 1, 0, 11, 1, 1, 8, 1, 1, 1, 1, 1, 4, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 4, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 11, 6]",1371.0,113.0,2.0
330,331,max_set_similairy,12,12,poly,sentence-based,n50_de_bc,"[ 1  0  1  3 11  0  1 11  6  5 11  5  0  0  2 11 10  0  0  1  0  1  1 11  1
 11  1  0  8  1  1 11  7  1  0  1  0 11  4  1  1 11  0  1 11  8  1 11  9  1]",583.0,83.0,1.0
331,332,max_set_similairy,12,7,poly,word-based,n50_de_bc,"[2, 2, 10, 0, 10, 0, 2, 2, 2, 2, 0, 2, 2, 2, 6, 2, 8, 2, 2, 1, 10, 2, 2, 1, 0, 2, 2, 1, 2, 10, 2, 2, 6, 3, 0, 2, 2, 10, 2, 2, 10, 2, 2, 2, 0, 1, 2, 2, 2, 2]",983.0,107.0,4.0
332,333,max_set_similairy,12,12,linear,sentence-based,n50_de_bc,"[ 0  3  0  4  8  3  0  3  5  7 10  7  3  3  3  3  6  3  3  0  3  0  0  0  0
  3  0  3  3  0  0 11  1  0  3  0  3  3  2  0  0  0  3  0  0  3  0  0  9  0]",783.0,99.0,1.0
333,334,max_set_similairy,12,10,linear,word-based,n50_de_bc,"[3, 6, 1, 1, 8, 1, 3, 3, 3, 5, 0, 5, 1, 1, 9, 3, 5, 9, 4, 8, 4, 9, 3, 8, 2, 1, 1, 1, 1, 1, 9, 1, 5, 5, 3, 9, 1, 4, 8, 3, 9, 3, 1, 5, 5, 8, 1, 3, 11, 11]",495.0,65.0,4.0
334,335,max_set_similairy,12,12,cosine,sentence-based,n50_de_bc,"[11  5  9  0  2  1 11  1  8  0  4  0  5  5  7  3  2  5  5  9  1  9  9  1  9
  3 11  5  5  9 11  6  7 11  5 11  1  1  7 11 10  3  5  3  9  8 11  1  2 11]",391.0,61.0,3.0
335,336,max_set_similairy,12,7,cosine,word-based,n50_de_bc,"[1, 1, 2, 8, 1, 2, 1, 1, 8, 1, 0, 1, 1, 2, 3, 8, 8, 2, 1, 10, 1, 1, 1, 10, 1, 2, 3, 1, 1, 10, 1, 8, 8, 1, 2, 6, 1, 1, 2, 1, 2, 1, 2, 1, 0, 10, 8, 1, 1, 1]",793.0,95.0,4.0
336,337,max_set_similairy,14,14,nearest_neighbors,sentence-based,n50_de_bc,"[ 1  2  7 12  0  3  1  5  0 12  0 12  5  2  8 11  0  2  2  9  5 10  7  3  7
 11  6  5 11  9  7  0  8  1  2  6  3  3  8  1  4  3  5  6 10 11  1 13  0  1]",313.0,53.0,3.5
337,338,max_set_similairy,14,10,nearest_neighbors,word-based,n50_de_bc,"[1, 0, 0, 13, 4, 0, 1, 1, 11, 7, 0, 0, 1, 3, 4, 11, 7, 0, 11, 3, 0, 2, 1, 3, 1, 11, 5, 3, 0, 0, 0, 0, 2, 7, 5, 13, 0, 0, 0, 1, 0, 1, 0, 6, 0, 3, 2, 1, 7, 11]",523.0,69.0,3.5
338,339,max_set_similairy,14,14,precomputed,sentence-based,n50_de_bc,"[ 9  4  1  1  3 10 12  0  1  1  6 11 12 10 10  5  3  9 10  4  1  1  4  6  4
  4  9  9  9 11  9 13  0 12  9  4  1  4  0  9  7  8  1  8  0  2  8 10  3  4]",333.0,71.0,3.0
339,340,max_set_similairy,14,7,precomputed,word-based,n50_de_bc,"[1, 1, 8, 0, 1, 1, 0, 2, 9, 1, 0, 2, 2, 1, 2, 9, 1, 5, 9, 1, 3, 2, 0, 1, 2, 1, 8, 0, 5, 1, 1, 1, 1, 5, 1, 1, 8, 3, 8, 0, 5, 1, 1, 5, 1, 1, 3, 0, 1, 1]",677.0,77.0,5.0
340,341,max_set_similairy,14,14,rbf,sentence-based,n50_de_bc,"[ 5  8  3  1  1  0  4  6  1  1  1  1 11  8  1  7  1 10  8 13  2 12  3  0  3
  7  9  2  1 13  3  1  1  4  8  4  0  0  1  5  1  7  2  5  6  1  5 12  1  4]",411.0,65.0,3.0
341,342,max_set_similairy,14,7,rbf,word-based,n50_de_bc,"[6, 4, 1, 8, 8, 6, 8, 6, 6, 1, 0, 6, 1, 6, 6, 6, 1, 13, 6, 4, 6, 8, 8, 4, 6, 1, 8, 4, 4, 8, 4, 4, 1, 6, 6, 8, 4, 6, 4, 8, 8, 6, 6, 2, 4, 4, 6, 8, 6, 6]",663.0,91.0,6.0
342,343,max_set_similairy,14,14,sigmoid,sentence-based,n50_de_bc,"[ 0  1  0  0 12 11  0  4  0  0  7  0  0  3  0  0  0  0  8  0  9  0  0 10  0
  0  0 13  0  0  0  0  0  0  0  0  5  0  0  0  0  0  2  0  0  0  0  6  0  0]",1307.0,139.0,1.0
343,344,max_set_similairy,14,11,sigmoid,word-based,n50_de_bc,"[8, 8, 1, 8, 2, 2, 10, 8, 8, 8, 0, 9, 8, 3, 1, 8, 8, 8, 8, 1, 2, 8, 10, 1, 8, 1, 8, 1, 6, 8, 8, 2, 8, 8, 9, 8, 2, 2, 8, 10, 8, 1, 8, 2, 4, 1, 12, 10, 8, 5]",717.0,77.0,1.0
344,345,max_set_similairy,14,14,polynomial,sentence-based,n50_de_bc,"[ 1  6  1  7 11  6  0  0 12  2 11  2  6  6  9  3 13  6  6  1  6  0  1  6  1
  3  1  6  8  1  1 11  4  1  6  1  6  6 10  1  3  3  6  3  0  8  1  0  5  1]",453.0,81.0,1.5
345,346,max_set_similairy,14,5,polynomial,word-based,n50_de_bc,"[2, 2, 2, 2, 2, 1, 4, 2, 2, 2, 0, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 4, 1, 1, 0, 2, 1, 1, 2, 1, 1, 2, 8, 2, 2, 2, 2, 2, 4, 2, 1, 2, 2, 1, 1, 1, 4, 8, 2]",1009.0,99.0,4.0
346,347,max_set_similairy,14,14,poly,sentence-based,n50_de_bc,"[ 3  1  0  7 13  1  3 11 12  5 13  5  1  1  9  4  3  1  1  0  1  3  0  3  0
  4  3  1 11  0  0 13  6  3  1  3  1  1  8  3  2  4  1  4  3 11  3  3 10  3]",455.0,71.0,1.5
347,348,max_set_similairy,14,8,poly,word-based,n50_de_bc,"[1, 13, 1, 8, 1, 1, 1, 1, 1, 2, 0, 1, 1, 10, 9, 1, 2, 13, 1, 1, 8, 5, 1, 1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 1, 1, 1, 1, 8, 1, 1, 9, 1, 1, 1, 1, 1, 1, 1, 1, 10]",1131.0,135.0,2.0
348,349,max_set_similairy,14,14,linear,sentence-based,n50_de_bc,"[ 0  4  0 13 11  4  0  4  8 10 12  4  4  4  1  4  7  4  4  0  4  0  0  4  0
  4  0  4  4  0  0  9  5  0  4  0  4  4  2  0  3  0  4  0  0  4  0  0  6  0]",735.0,101.0,1.0
349,350,max_set_similairy,14,10,linear,word-based,n50_de_bc,"[0, 1, 1, 12, 13, 7, 5, 1, 7, 4, 0, 3, 1, 3, 2, 7, 8, 1, 12, 2, 7, 4, 5, 2, 1, 2, 13, 2, 4, 13, 4, 2, 7, 2, 7, 1, 4, 7, 7, 5, 12, 1, 13, 4, 4, 2, 3, 5, 13, 13]",385.0,67.0,5.0
350,351,max_set_similairy,14,14,cosine,sentence-based,n50_de_bc,"[13  4  8  2  6  1 12  1  9  2 10  2  4  4 11  3  6  4  1  7  1  8  8  1  8
  3 12  4  4  7 13  5 11 12  4 12  1  4 11 13  0  3  4  3  8  9 13  1  6 12]",339.0,57.0,3.0
351,352,max_set_similairy,14,10,cosine,word-based,n50_de_bc,"[8, 3, 4, 4, 4, 1, 2, 10, 10, 4, 0, 12, 1, 4, 2, 10, 8, 2, 4, 4, 1, 12, 2, 4, 1, 10, 4, 4, 0, 1, 3, 1, 0, 4, 13, 12, 0, 1, 0, 2, 2, 8, 4, 4, 4, 4, 2, 2, 6, 4]",495.0,71.0,3.5
352,353,max_set_similairy,16,16,nearest_neighbors,sentence-based,n50_de_bc,"[ 7  5 12  3  4  1  8 13  4  3  4  3  5  5 14 11  4 11  5 12  1 10  0  1  0
  2  9  5 11 12  0  4 14 15  5  8  1  1 14  7  3  2  1  9 10 11  8  6  4 15]",291.0,55.0,3.0
353,354,max_set_similairy,16,11,nearest_neighbors,word-based,n50_de_bc,"[1, 1, 3, 2, 2, 0, 1, 1, 2, 0, 0, 2, 1, 9, 11, 2, 0, 11, 11, 9, 6, 10, 1, 9, 1, 2, 2, 2, 0, 5, 10, 10, 0, 2, 13, 3, 2, 6, 8, 1, 0, 1, 9, 2, 2, 9, 0, 1, 8, 2]",439.0,77.0,3.0
354,355,max_set_similairy,16,16,precomputed,sentence-based,n50_de_bc,"[ 8  5 15 15 11  9 13  1  7 11  2  3 15  1  9 14 11 12  5  4  7  0  1  2  1
  6  8  0  8  1  1  7  0  3  3  3  0  1 13  8  3  6  0  6  1 10  8  9 11  3]",307.0,57.0,3.0
355,356,max_set_similairy,16,11,precomputed,word-based,n50_de_bc,"[1, 3, 3, 0, 3, 0, 4, 3, 4, 1, 0, 13, 0, 0, 6, 4, 11, 0, 13, 3, 15, 3, 4, 3, 3, 4, 0, 3, 2, 12, 3, 3, 3, 3, 1, 12, 0, 15, 3, 4, 13, 3, 1, 6, 3, 3, 1, 4, 8, 3]",567.0,61.0,2.0
356,357,max_set_similairy,16,16,rbf,sentence-based,n50_de_bc,"[ 2  8  5  1  1  4  3 12  1  1  1  1  0  8  1 11  1 10  8  9  0  7  5  4  5
 11 13  0  1  9  5  1  1  3 10  3  4  4  1  2  1 11  0 14 15  1  2  6  1  3]",407.0,63.0,2.5
357,358,max_set_similairy,16,6,rbf,word-based,n50_de_bc,"[3, 3, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 3, 9, 1, 4, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 15, 1, 1, 1, 1, 0, 4, 1, 1, 1, 0, 0, 1, 0, 1, 3, 1, 0, 1]",1021.0,107.0,3.0
358,359,max_set_similairy,16,16,sigmoid,sentence-based,n50_de_bc,"[ 0  3  0  0  0 10  0  1  0  0 14  0  6  8  0  0  0  0  9  0  2  0  0 12  0
  0  0  7  0  0  0  0  0 15 13  0 11  0  0  0  0  0  4  0  0  0  0  5  0  0]",1205.0,119.0,1.0
359,360,max_set_similairy,16,7,sigmoid,word-based,n50_de_bc,"[2, 2, 2, 9, 2, 1, 1, 2, 2, 2, 0, 1, 1, 1, 5, 2, 14, 12, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 5, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1]",1007.0,95.0,1.0
360,361,max_set_similairy,16,16,polynomial,sentence-based,n50_de_bc,"[15 14  1  8 10  0  2  2 12 13 10  7 14 14  5  4 10 14 14  1 14  2  1  0  1
  4 15 14 11  1  1 10  6  2 14 15  0  0  9 15  3 15 14  4  2 11 15  2 10 15]",349.0,59.0,1.5
361,362,max_set_similairy,16,10,polynomial,word-based,n50_de_bc,"[9, 9, 15, 9, 15, 2, 9, 2, 2, 8, 0, 8, 4, 15, 9, 2, 8, 12, 14, 15, 15, 6, 9, 15, 15, 2, 15, 15, 15, 11, 6, 15, 8, 9, 12, 15, 2, 15, 15, 9, 4, 2, 12, 0, 2, 15, 12, 9, 4, 15]",525.0,65.0,3.5
362,363,max_set_similairy,16,16,poly,sentence-based,n50_de_bc,"[ 5  6 12  7  1  6  0  0  9  4  1  2  6  6  8 15 13  6  6 12  6  0 12  0 12
 15  5  6 14 12 12  1 11  0  6  5  6  6 10  5  3  5  6  5  0 14  5  0  1  5]",395.0,67.0,1.0
363,364,max_set_similairy,16,8,poly,word-based,n50_de_bc,"[0, 0, 12, 7, 0, 0, 12, 0, 12, 12, 0, 1, 0, 12, 13, 12, 12, 12, 12, 7, 12, 11, 12, 7, 0, 12, 0, 7, 8, 12, 11, 0, 12, 0, 0, 0, 0, 12, 1, 12, 0, 0, 12, 0, 3, 7, 12, 12, 11, 11]",699.0,101.0,3.0
364,365,max_set_similairy,16,16,linear,sentence-based,n50_de_bc,"[ 1  0  1  5  9  0  1  0 10 11 12  7  0  0  4 14  8  0  0  1  0  1  1  0  1
 14  1  0 14  1  1 15  6  1  0  1  0  0  2  1  3 14  0 14  0  0  1  0 13  1]",581.0,87.0,1.0
365,366,max_set_similairy,16,10,linear,word-based,n50_de_bc,"[7, 7, 5, 7, 1, 0, 2, 3, 3, 0, 0, 4, 3, 2, 3, 3, 0, 9, 4, 9, 0, 9, 2, 9, 4, 1, 5, 8, 4, 4, 9, 14, 0, 7, 5, 2, 1, 0, 8, 2, 14, 3, 5, 4, 2, 9, 1, 2, 8, 4]",365.0,59.0,5.0
366,367,max_set_similairy,16,16,cosine,sentence-based,n50_de_bc,"[ 0 14 15 10  8 14  5 13 11  8  7 10  1 14  3  6  8  1 14 12 13 15  9 13  9
  6  5  1  1 12  0  2  3  5  1  5 13  6  3  0  4  6  1  0  9 11  0 14  8  5]",285.0,57.0,3.0
367,368,max_set_similairy,16,9,cosine,word-based,n50_de_bc,"[4, 9, 5, 2, 4, 0, 4, 4, 4, 9, 0, 4, 4, 0, 9, 4, 10, 4, 12, 2, 2, 4, 4, 2, 4, 2, 15, 2, 0, 4, 4, 2, 2, 4, 6, 5, 4, 2, 2, 4, 9, 4, 2, 4, 4, 2, 4, 4, 2, 5]",715.0,93.0,3.0
368,369,max_set_similairy,18,18,nearest_neighbors,sentence-based,n50_de_bc,"[ 7 14  6 11  0  9  7 16  0  4  0 11  1 14 11 17  4 17 14  6  1 13  2  9  2
 17  8  1 15  6 10  0  4  5 14 10  9  9  4  7 10  3  1  8 13 17 10 12  4 10]",275.0,51.0,3.0
369,370,max_set_similairy,18,12,nearest_neighbors,word-based,n50_de_bc,"[1, 1, 0, 3, 4, 1, 1, 1, 4, 3, 0, 3, 1, 11, 0, 4, 9, 3, 3, 0, 0, 9, 1, 0, 1, 4, 11, 0, 0, 4, 9, 16, 9, 5, 8, 4, 0, 0, 9, 1, 4, 1, 13, 0, 12, 0, 13, 1, 9, 17]",461.0,65.0,2.0
370,371,max_set_similairy,18,18,precomputed,sentence-based,n50_de_bc,"[ 5  5 13 13  6 17  0 11 11 14  4  9  9 16 17  1 14 17  3 10  2  6  7  4 12
  7  1  0  5  6 12  2  6  9 12  3  2 11  0  5 12 15  6  5 17  8  6 17 14  9]",275.0,53.0,2.5
371,372,max_set_similairy,18,11,precomputed,word-based,n50_de_bc,"[8, 2, 9, 17, 12, 2, 14, 9, 9, 9, 0, 2, 2, 2, 9, 9, 12, 9, 17, 12, 6, 12, 14, 12, 12, 9, 2, 1, 3, 2, 2, 1, 7, 9, 12, 12, 2, 6, 7, 14, 12, 2, 2, 1, 1, 12, 9, 14, 2, 7]",461.0,69.0,3.0
372,373,max_set_similairy,18,18,rbf,sentence-based,n50_de_bc,"[ 7 17  5  2  2  8  3  9  2  2  2  2  4 17  2  1  2  0 10 13  4 11  5  8  5
  1 15  4  2 13  5  2  2  3  0 12  8 14  2  7  2  1  4  6 11  2  6 16  2  3]",395.0,61.0,2.0
373,374,max_set_similairy,18,9,rbf,word-based,n50_de_bc,"[3, 3, 3, 12, 3, 1, 12, 2, 2, 9, 0, 3, 3, 0, 12, 2, 9, 12, 3, 3, 12, 10, 12, 3, 3, 2, 12, 3, 3, 12, 3, 3, 5, 3, 12, 12, 2, 12, 3, 12, 1, 2, 0, 3, 3, 3, 14, 12, 12, 12]",699.0,73.0,2.0
374,375,max_set_similairy,18,18,sigmoid,sentence-based,n50_de_bc,"[ 1  0  1  1 17  5  1  8  1  1 14  1 11  4  1  1  1  1  7  1 13  1  1  9  1
  1  1  3  1  1  1  1  1 12 15  1  6 16  1  1  1  1 10  1  1  1  1  2  1  1]",1095.0,107.0,1.0
375,376,max_set_similairy,18,8,sigmoid,word-based,n50_de_bc,"[1, 1, 4, 11, 0, 1, 4, 1, 15, 12, 0, 4, 1, 4, 4, 15, 12, 3, 1, 4, 4, 4, 4, 4, 1, 15, 4, 1, 1, 4, 4, 4, 4, 1, 4, 4, 4, 4, 0, 4, 1, 1, 7, 1, 1, 4, 7, 4, 4, 4]",829.0,87.0,2.5
376,377,max_set_similairy,18,18,polynomial,sentence-based,n50_de_bc,"[ 4  9  4 11  6  9  4  0 16 10  6  2  9  9 12  7 17  9  9  5  9  0  4  0  4
 15  4  9  1  5  4  6 14  4  9  4  0  0 13  4  3 15  9  1  0  8  4  0  6  4]",381.0,77.0,1.0
377,378,max_set_similairy,18,8,polynomial,word-based,n50_de_bc,"[4, 4, 11, 4, 0, 0, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 13, 17, 4, 4, 4, 4, 4, 4, 17, 4, 4, 4, 4, 3, 4, 13, 4, 4, 4, 11, 4, 4, 4, 4, 0, 2, 4, 3, 4, 4, 2, 4, 9, 4]",1223.0,121.0,2.0
378,379,max_set_similairy,18,18,poly,sentence-based,n50_de_bc,"[ 2  1  2  4 16 13  6  6 15 10 16  8  1  1  7  0 16  1  1  5  1  6  2 13  2
 14  2  1 12  5  2 16  9  6  1  2 13 13 17  2 11 14  1 12  6  3  2  6 16  2]",341.0,71.0,1.0
379,380,max_set_similairy,18,13,poly,word-based,n50_de_bc,"[2, 14, 4, 4, 3, 9, 9, 14, 14, 9, 0, 14, 8, 9, 9, 14, 14, 9, 4, 1, 12, 16, 9, 1, 16, 6, 16, 1, 4, 3, 14, 16, 4, 4, 16, 4, 5, 12, 4, 9, 9, 14, 14, 9, 9, 1, 16, 9, 15, 16]",449.0,61.0,2.0
380,381,max_set_similairy,18,18,linear,sentence-based,n50_de_bc,"[ 1  2  1 12 16  2  1  2  8 10 17  9  2  2  5 11  0  2  2 13  2  2  1  2  1
  1  1  2  1 13  1 15  4  1  2  1  2  2  6  1  7  1  2  1  2  3  1  2 14  1]",577.0,95.0,1.0
381,382,max_set_similairy,18,9,linear,word-based,n50_de_bc,"[4, 4, 4, 8, 8, 4, 4, 4, 4, 4, 0, 4, 1, 4, 10, 4, 4, 6, 4, 1, 10, 10, 4, 1, 1, 4, 15, 0, 3, 6, 10, 4, 4, 4, 10, 4, 4, 10, 4, 4, 4, 4, 4, 5, 0, 1, 10, 4, 5, 5]",787.0,97.0,3.0
382,383,max_set_similairy,18,18,cosine,sentence-based,n50_de_bc,"[ 4 16 14 11  5  1  0  3 12 11  6 11  3  3 13  7  5 10  1 15  3 14  2  1  2
  7 15  3  3 15  4  8 13  0 10  0  1  1 13  4  9  7  3  4  2 12  4 17  5  0]",283.0,53.0,3.0
383,384,max_set_similairy,18,15,cosine,word-based,n50_de_bc,"[1, 0, 13, 12, 3, 2, 13, 3, 10, 1, 0, 14, 3, 2, 9, 10, 9, 3, 11, 14, 15, 15, 13, 14, 0, 7, 3, 8, 2, 15, 0, 8, 2, 1, 15, 3, 3, 15, 2, 13, 15, 3, 4, 2, 17, 14, 2, 13, 15, 8]",331.0,61.0,3.0
384,385,max_set_similairy,20,20,nearest_neighbors,sentence-based,n50_de_bc,"[14 13 19 18 10  5  2  5  7 18 10 18  5  4  8  1 10 13  5  3  5 19 15 14  2
  1 12  5  8  3 17 10  9 11 13  2  5 14  9 16  2  1  5 12  4  7  2  6 10  0]",273.0,57.0,2.0
385,386,max_set_similairy,20,1,nearest_neighbors,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297.0,203.0,50.0
386,387,max_set_similairy,20,20,precomputed,sentence-based,n50_de_bc,"[12  9 19 19  6 14 13  4  8  6  1 15  0  4 16 15  6 10  3 17  8  3 11  1 11
  7 11  5 12  3 11  8  6 15 11  3 12  4 13 12 12 11  5  7 11  2 18 16  6 15]",281.0,51.0,2.0
387,388,max_set_similairy,20,15,precomputed,word-based,n50_de_bc,"[1, 1, 15, 9, 19, 0, 9, 1, 4, 8, 0, 15, 1, 5, 3, 4, 19, 5, 19, 13, 2, 3, 9, 13, 1, 4, 16, 9, 5, 11, 3, 9, 5, 2, 19, 9, 4, 2, 5, 9, 0, 1, 5, 2, 3, 13, 12, 9, 6, 5]",325.0,59.0,3.0
388,389,max_set_similairy,20,20,rbf,sentence-based,n50_de_bc,"[ 7  2 17  3  3  0  4  6  3  3  3  3  8  2  3  1  3  9 11 10  8 13  5 19  5
  1 10  8  3 10 17  3  3  4  9 18  0 19  3  7  3 14  8 12 15  3 12 16  3  4]",383.0,61.0,2.0
389,390,max_set_similairy,20,7,rbf,word-based,n50_de_bc,"[2, 8, 0, 8, 8, 0, 8, 8, 8, 2, 0, 8, 8, 2, 0, 8, 2, 8, 0, 4, 5, 14, 8, 4, 8, 5, 8, 4, 4, 5, 8, 8, 2, 8, 0, 8, 0, 5, 8, 8, 0, 0, 2, 0, 8, 4, 8, 8, 6, 2]",681.0,99.0,5.0
390,391,max_set_similairy,20,20,sigmoid,sentence-based,n50_de_bc,"[ 1 10  1  1  1  4 12  7  1  1 19  1  9  0  1  1  1  1 17  1  3  1  1  6  1
  1  1  5  1  1  1  1  1 15 11  1  8 13  1  1  1  1  2  1 18  1  1 14  1 16]",981.0,101.0,1.0
391,392,max_set_similairy,20,8,sigmoid,word-based,n50_de_bc,"[1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 0, 1, 1, 1, 1, 6, 1, 6, 1, 6, 1, 17, 1, 6, 1, 1, 9, 6, 0, 1, 1, 1, 1, 1, 1, 4, 1, 1, 6, 1, 15, 1, 1, 1, 1, 6, 9, 1, 12, 17]",1145.0,113.0,2.0
392,393,max_set_similairy,20,20,polynomial,sentence-based,n50_de_bc,"[ 2 12  8 11 17 12  2  1 15  9 17  3 12 12  7  6 19 12 12  4 12  8 18 12 18
 14  2 12  0  4 18 17 13  2 12  2 12 12 16  2 10 14 12  2  1  5  2  1 17  2]",373.0,69.0,1.0
393,394,max_set_similairy,20,10,polynomial,word-based,n50_de_bc,"[11, 11, 6, 4, 11, 4, 9, 11, 11, 2, 0, 6, 1, 8, 9, 11, 2, 0, 6, 11, 11, 11, 9, 11, 4, 11, 11, 6, 3, 11, 11, 15, 2, 11, 6, 11, 4, 11, 11, 9, 4, 11, 8, 1, 6, 11, 11, 9, 4, 11]",661.0,73.0,2.5
394,395,max_set_similairy,20,20,poly,sentence-based,n50_de_bc,"[ 9  1 14 11  3  1 17 17 19 10  3  8  1  1 13 16 18  1  1  6  1 14  2 17  2
  0  9  1  4  6  2  3  7 17  1  9  1  1 15  9  5  0  1  9 17 12  9 17  3  9]",347.0,67.0,1.0
